UniProtID,UniRef50_Cluster
Q86UD3,"Q86UD3,Q8BRX9,G3QF29,A0A2Y9SE94,A0A8C9AN41,A0A2I3TC00,A0A5S6RAQ3,A0A2R9ACB8,A0A2K6GPZ3,A0AAX6PLJ7"
Q86UD4,"Q86UD4,Q6GQR8,M0R136,A0A2J8JM38,F7GR82,U3DSW1,A0A6D2Y8K2,A0A8D2FDQ6,A0A6D2W9L1,H2R0U3"
Q86UD5,"Q86UD5,Q5R6B8,D6RGJ7,F6V1G2,A0A2K5CE19,A0A096MYF0,A0A0D9QVK7,A0A2K5RPQ4,A0A2K5ZZ60,A0A2K5MF65"
Q86UE4,"Q86UE4,Q80WJ7,A0A8I3WJQ3,A0A6J3FG28,A0A2K5DZQ9,A0A1D5QDU1,A0A2K5MIM1,A0A5E4CUF1,U3FTX9,A0AAJ8D675"
Q86UE6,"Q8K377,D4A6D8,Q5R6B1,Q86UE6,A1A4H9,A0A8C6GN98,A0A8B9WR05,A0A6P3J5B7,A0A7J7VVH7,E0CX41"
Q86UE8,"Q86UE8,A0A2J8QYS9,A0AAN7MKG5,A0A4W4EEI4,A0A8C3UNV4,A0A6Q2ZCW4,A0A6Q2Y2Y4,A0A4W5RRA4,A0A8C0LWX7,O55047-3"
Q86UF1,"Q86UF1,Q3SYV5,Q5RH71,H2QVC6,A0A6D2W7C5,G1RPU7,A0A2R9ACZ6,H2PNH2,G3S9J1,A0A8C9I6I8"
Q86UG4,"Q86UG4,A0A140VJU7,H0Y8R6,G3RFJ2,A0A6D2WBR5,A0A2R8ZPZ1,A0A2I3FWQ0,A0A6D2WHN8,A0A2J8L7W2,A0A2I2YXS8"
Q86UK0,"Q86UK0,E9Q876,U6CX73,M3Y8S5,A0A9X9Q1B2,A0A8C7ARQ9,A0A2Y9INV0,A0A9V1FFP4,A0A9V1FF98,A0A6J1YRY9"
Q86UK5,"Q8K1G2,Q8MI28,Q86UK5,Q3UYX2,A0A8C6I185,D3ZWN3,A6IJW0,A0A6P7R0U1,A0A8C6N250,A0A8C6I3U9"
Q86UK7,"Q86UK7,Q80YR4,A0AAG2UWE8,H3BPG6,K7DD61,A0A2J8INN4,H2QAB9,K7AW01,G3RM05,A0A8I5TPX6"
Q86UL3,"Q86UL3,A3FPG8,Q5R6J7,Q8K2C8,E5RIA1,E5RHA6,A0A7L2VD77,A0A7L3BB11,A0A7L3YP55,A0A7K5HZV2"
Q86UL8,"O88382,Q86UL8,O88382-2,O88382-3,A0A8I6AD37,A0A8I6AQ06,A6K5D2,A6K5D3,D3ZY03,A0A9W2V5B4"
Q86UN2,"Q86UN2,G7NHT1,A0A2K5VY85,A0A3Q7MK38,A0A6J2FNG6,G1SB17,H0WSD4,A0A8C9GKR3,H2QBU8,A0A6D2Y773"
Q86UN3,"Q80WD1,Q7M6Z0,Q86UN3,A0A8I6AME5,A6HMS2,A6HMS3,A0A8D1FHQ0,A0A6J3RSM0,F6VQW6,U3ECJ9"
Q86UN6,"Q86UN6,G3RBY0,A0A2K6CNL5,A0A2K5LSQ7,A0A2K5LSQ9,H2QZ24,A0A6D2Y9I4,A0A2R9C4P6,A0A2K5XQG1,A0A096MU90"
Q86UP0,"P55287-2,Q6PFX6,P55286,O54800,P97291,Q86UP0,A0A2R8ZKJ2,A0A6D2Y3P2,H2QB91,A0A7J8C636"
Q86UP2,"Q86UP2,O97961,Q61595,Q90631,G3V5P0,A0A3Q7TMS6,A0A3Q7SJ65,A0A3Q7S9N6,A0A3Q7SLR4,A0A3Q7T7G3"
Q86UP3,"Q86UP3,O73590,Q86UP3-5,Q86WW5,E5RI93,Q86UP3-2,E7EVZ1,Q86UP3-4,A0A7L3R7R0,Q9H7F3"
Q86UQ0,"Q86UQ0,Q59FS2,Q96JS8,A0AAJ7GIJ7,F7BEG6,A0A2K5TUH1,A0A0D9RTP5,A0A2K5XXM0,A0A2I2YLE1,A0A2K5MEV1"
Q86UQ4,"Q86UQ4,Q5SSE9,Q86UQ4-3,Q86UQ4-4,Q86UQ4-5,H2PM55,A0A0A0MT16,A0A2J8L938,H2QUK3,A0A2R8Z7S4"
Q86UQ8,"Q86UQ8,Q86UQ8-2"
Q86UR1,"Q86UR1,A7E3N7,Q8CJ00,A0A2J8N9G3,Q86UR1-2,A0A2R9BG68,F7B8N9,A0A2K6LFZ2,A0A2K6PU10,A0A2K5HB72"
Q86UR5,"Q86UR5,Q99NE5,A0A2I3SK77,A0A6D2XCU9,Q86UR5-2,G3QM44,H2PJK0,A0A2R9C2B4,A0A2I3H7U0,A0A8D2CVL6"
Q86US8,"Q86US8,Q5RAK6,P61406,A0A6D2VWQ6,A0A2J8JKX4,Q86US8-3,A0A2J8JKX6,I3L176,A0A2J8JKZ3,K7ELM2"
Q86UT5,"Q86UT5,A0A2R9BLN7,A0A2J8X0K2,F6VX82,A0A2K5D821,G3QL34,A0A7N9D5W9,A0A2I3LC15,A0A8D2G9Y4,A0A6P3GAW5"
Q86UT6,"Q86UT6,Q3TL44,Q5FVQ8,A0A9L9PX86,C9JQE9,B7Z889,C9J0R6,C9JLK8,A0A8D0TV71,K7CIW0"
Q86UT8,"Q86UT8,A0A2I2YDY3,G1R727,H2Q4X2,A0A6D2WNE5,A0A2R9AVF3,G3RN86,G7NCD8,A0AA97PZC6,A0A310UBM5"
Q86UU0,"Q67FY2,Q86UU0,A0A8C6GNB1,Q67FY2-2,A0A6J3RU06,A0A6J3RTM5,A0A6J3RTS0,A0A6J3RTM9,A0A1S3WC11,A0A2Y9T9R9"
Q86UU1,"Q86UU1,A0AAJ7MQH3,A0AAJ7I0T8,A0AAJ7I0C3,A0AAJ7I042,A0AAJ7I0C0,A0AAJ7I0F9,B3KQD4,A0AAJ7I0B4,A0AAJ7I0A9"
Q86UU5,"Q86UU5,K7EJI6,A0A2I3S0B8,A0A6D2W2E2,H2QG83,A0A2R8ZHQ1,K7ENT5,A0A2J8QF01,A0A2J8QF05,A0A8D1GEN7"
Q86UU9,"Q86UU9,Q6ECK6,A0A6D2WCB6,H2QDE0,A0A2R9A569,H2NVL3,G3QWZ2,A0A2J8MG86,A0A6J1XBI3,A0A9W2URQ0"
Q86UV5,"Q86UV5,Q3V0C5,Q76LT8,Q5ZM45,Q86UV5-3,A0A2I3LM53,A0A4X1W351,A0A4X1W402,A0A6J0DG52,A0A6I9LKV3"
Q86UV6,"Q86UV6,Q86UV7,A0A2K5F2K3,A0A2K5XA51,A0A2K5LIH6,A0A8C9H9C6,A0A2K5UQW0,A0A2K6BSL9,A0A2I3NA87,A0A8D2EH87"
Q86UW1,"Q86UW1,A0A2J8JN22,H2QP07,A0A6D2XL50,A0A2R9A5Y1,A0A2J8RG83,H2PCF6,A0A2K6V1B1,A0A0D9R889,A0A8D2GEE7"
Q86UW2,"Q86UW2,A0A6D2XBD3,A0A7N9CDS4,A0A2K5NXQ5,F6XFT2,A0A8J8XFN0,A0A2K5NXH2,A0A8J8XZR3,G7P8U5,A0AAJ7I4L4"
Q86UW6,"Q86UW6,D6R9J2,A0A2J8PGT1,Q86UW6-2,L8Y213,A0A6P6DEH9,A0A6P6DEX3,A0A8J6DNY2,A0A8C5ZXX6,A0A2J8TCV2"
Q86UW7,"Q86UW7,A0A8I3VZ22,A0A8I3WU20,U3DXD9,B7ZM57,F8W8P5,A0A2R9A969,A0A6D2WMN3,A0A2I3S0C2,G3SKM0"
Q86UW9,"Q86UW9,Q8R3P2,Q75MM6,C9JII1,E7ET89,C9JEH4,B4DDK4,A0A250YKF0,A0A8C0WTX0,A0A8B7TYQ6"
Q86UX2,"Q86UX2,Q5RER0,Q8BJD1,A2VE29,C9J2H1,A0A2K5WMR5,A0A2K6PX48,A0A2K6CPB2,A0A8D2G092,I0FVB3"
Q86UX6,"Q86UX6,Q8QZV4,A0A140VJW0,I6L972,A0A7J7UYK1,H2NC08,A0A2J8TAP9,G3RBK9,A0A6D2W9B3,H2Q2T0"
Q86UX7,"Q86UX7,Q8K1B8,Q32LP0,A0A2J8QD00,A0A8C0ZXD9,A0A250YKS5,H0WVP1,A0A2K6SPC2,A0A1A6HUW8,G5B6F5"
Q86UY5,"Q86UY5,Q8K2P2,A0A8I3W2N3,G1QZM1,A0A6J3FSZ1,H2PR43,A0A0D9RE28,A0A2K5I8C3,A0A8C9LXE6,H2QWN6"
Q86UY6,"Q86UY6,H2R5B5,A0A6D2WS09,A0A2R9AEI4,A0A2I3HB63,A0A2I3RB22,A0A6D2XTM0,A0A2I3H3H7,Q86UY6-3,A0A8D0LID8"
Q86UZ6,"Q8BID6,Q86UZ6,Q8BZW7,E0CZ94,A0A8C6H2E7,A0A6P5P199,A0A8C9GI52,A0A8J0TY00,Q6DCD9,A0A974BTM6"
Q86V15,"Q86V15,A0A8I5NIG5,A0A8C9HX09,A0A8I5NPR6,H2N954,A0A2J8USF9,A0A5F8ATN8,A0A096N0F6,A0A0D9S8N4,A0A8C9HXU7"
Q86V20,"Q86V20,Q5RCM2,Q3UEN2,G1RLR2,H2NC60,A0A2J8R1Y4,A0A2I3GV77,A0A2I3H637,G1RLR3,K7CYD6"
Q86V24,"Q86V24,H2R337,A0A6D2W529,A0A2R9B284,G3RDI3,A0A2K5QC74,K9K266,A0A6J3FYD1,A0A2K5QC58,A0A6J3FX06"
Q86V25,"Q86V25,Q8C5G2,H2Q145,A0A6D2Y279,G3SCD5,A0A140VJZ5,A0A2J8QVA0,A0A2R9ARM3,Q86V25-2,A0A2J8QVB2"
Q86V40,"Q86V40,A0A6J3F187,G3QN64,A0A2R9C5V8,A0A2J8L5E9,A0A2I3SEZ8,F6T0P7,A0A2J8TE74,A0A2J8L5E4,A0A2K6SNI7"
Q86V42,"Q86V42,Q5RA50,A0A8I5NJI4,A0A7N9D4W3,A0A5F8AE05,A0A5F7Z8E6,H9EYR2,A0A2I3RK34,A0A6D2WT86,A0A2I3HHG8"
Q86V48,"Q86V48,Q8R4U7,Q9ESV1,E5RFK8,A0A2J8R0T5,A0A2J8K462,A0AAJ7I6R6,A0A2K6LA40,A0A6D2WBS6,A0A8D2ECJ5"
Q86V81,"Q86V81,E9PB61,A0A2K5M0M2,A0A2K6E0L1,A0A1D5Q4N1,A0A2I3TKX9,A0A2I3HD09,H2QE34,A0A6D2XLC0,G1RH61"
Q86V86,"Q86V86,A0A2K5S2N0,A0A6J3GXG0,A0A0D9QYJ0,H0Y2F5,A0A2K6D905,A0A8C5VTX1,A0A340X478,H2P4U9,A0A8C5LEZ5"
Q86V97,"Q86V97,K7CUQ5,A0A803KIY2,F7BVK5,H9EXT1,K7ATE0,K7DFK5,A0A6J3J967,A0A2K6S2V4,H2Q7H0"
Q86VB7,"Q86VB7,Q2VLG4,P85521,Q2VLG6,Q2VL90,Q86VB7-2,U3DT72,A0A2I3TAV9,A0A6D2W1R6,A0A2I2ZPE3"
Q86VD1,"Q86VD1,A0AAJ7HCH2,A0A2K5YZA9,A0A2K6AMQ8,A0A2J8W312,A0A2K5NKB1,A0A2K6R1P3,H2P9T1,G3QNK7,H2QN27"
Q86VD7,"Q86VD7,P0C546,Q8R0Y8,H2QFU6,A0A6D2YCB0,A0A2R9BC62,A0A7N5JEP2,A0A673TAC3,A0A8U0V3B3,A0AAJ7AQ04"
Q86VD9,"Q86VD9,A0A2R9C6F9,G7NYS3,A0AAJ7II97,A0A2K6KIF4,A0A0D9R8N2,A0A2K6P0Z0,A0A2K5K267,H2PCG9,K7A5K5"
Q86VE0,"Q86VE0,Q8R4U1,A0A0D9S244,A0A6J3GKH4,A0A2Y9P4G9,A0A8C6B3I9,A0A8C9BBY0,A0A8C0DDR3,A0A2R8ZMY8,A0A2K6PAY9"
Q86VE9,"Q86VE9,Q4R6L9,Q803X0,Q8BHJ6,Q63175,A0A0D9RRM8,A0A2K6QCC9,A0A8C9J1E2,A0A2K6KPH3,A0AAJ7HCE5"
Q86VF2,"Q86VF2,A0A663DGE3,A0A2I3TAU2,A0A2K6EBH5,A0A8D2FRU1,A0A2I3LJV2,A0A2K5ZA22,A0A2K5VTP4,G1S8X2,F6VV34"
Q86VF5,"Q86VF5,A0A8C9HLJ0,A0A2I3SRY6,A0A0D9RZJ7,A0A2K5XNK7,A0A2K6NWI0,A0A2K6SPC9,A0A2K5KHY0,A0A2R9CLU9,A0A2K6C170"
Q86VF7,"Q86VF7,A0A835ZJZ1,A0A7J8DQJ1,A0A8C6E5E7,A0A8C0AJE5,A0A4W2G4Q2,A0A340YE33,A0A2K5C7W9,A0A8C6E8R3,G3S2X9"
Q86VH2,"Q86VH2,Q7M6Z5,Q7M6Z4,B4DMY5,A0A2J8MRN1,A0A2K5HZN3,A0A2I3G2S3,A0A2K6UCL5,A0A2K5HZQ5,A0A8D2KAI5"
Q86VH5,"Q80XG9,B4F7C5,D3ZAL8,Q8BZ81,Q86VH5,Q9BGP6,Q86VH4,A0A6P7R4C7,D3YVI4,D3YVG2"
Q86VI3,"Q86VI3,A0A8B7GK33,A0A8B7GKX4,A0A8B7GKD6,A0A2J8VH20,A0A3Q2L899,H0WUQ4,A0A2K5CUS7,A0A6J3GF13,G7ME01"
Q86VI4,"Q86VI4,Q86SJ0,Q86VI4-2,A0AAJ7HL53,G3QE49,A0A2J8PM72,H2PQV7,A0A2J8UF39,A0A2K5NGI5,A0A2K5ZE93"
Q86VK4,"Q86VK4,Q8BKX7,A0A2R9BQT4,B4DPW2,J3KNQ6,A0A1A6HHQ6,A0A8C9A6R5,G1PBY3,A0A2J8T470,A0A2J8T463"
Q86VL8,"Q86VL8,Q5R7E4,A0A2K5XP73,A0A2J8RC54,G3QXG8,A0A2K5N9X7,A0A8D2E765,A0A2I3MMX8,G1RIE2,A0A2I3RYW8"
Q86VM9,"Q86VM9,Q0P678,Q6TQE1,A0AAJ7GRF0,A0A2K6JME5,A0AAJ7GRD6,A0A2K5CCI5,F7E4I2,A0A6J3IDH9,A0A6J3IED1"
Q86VN1,"Q86VN1,A5PK00,P0C0A2,Q7ZVK4,Q6DDF4,Q91XD6,A0A2J8SSK1,H2Q7L7,A0A6D2VXK2,G3QYH7"
Q86VP1,"Q86VP1,Q5R4U3,Q6P3P1,Q66HA4,Q3UKC1,Q2KJE0,A0A7N9CDT7,A0A7N9CMN6,A0A7N9IBA6,A0A2K5X218"
Q86VP3,"Q86VP3,F6QV97,F6QJT6,A0A2J8IYA8,A0A2K5KIT0,A0A8D2F3I7,A0A2K5SFG9,Q86VP3-2,A0A5F4VX15,A0A2K6D822"
Q86VP6,"Q86VP6,A7MBJ5,Q5R6L5,Q6ZQ38,P97536,A0A480K0D5,A0A8D0WBN9,H2NHZ1,F6XT20,K7DMQ8"
Q86VQ0,"Q86VQ0,Q5U2Y9,Q80ST9,A0A384MDJ7,A7X9N5,A0A2K5BZD8,G7P3H6,A0A0D9RXW7,A0A2J8V2I3,G3QXC4"
Q86VQ3,"Q86VQ3,A0A140VJY8,J3QSG5,F5H6S7,Q86VQ3-2,A0A2I3THZ2,A0A2J8XH46,Q86VQ3-3,A0A2J8J0H5,A0A2J8J0I2"
Q86VQ6,"Q86VQ6,H0YBQ0,H2P9G6,A0A2J8TV60,H2QNA4,A0A1D5R2Q4,A0A2R9BT71,A0A2K6DDP0,A0A8D2EYR6,G3QRF8"
Q86VR2,"Q86VR2,Q9CQV4,A0A2R9CEP7,Q86VR2-2,K7ENZ6,A0A2J8KFR7,K7EJ42,A0A2J8REZ8,A0A2J8KFP9,K7EQI9"
Q86VS8,"Q86VS8,Q5TZ80,H2QW41,H2PQ84,A0A2R9BRP1,A0AAJ7ZKZ5,A0A6J2DBM7,A0A2K5KBJ4,A0A5E4CZH2,A0A5E4CZL5"
Q86VV4,"Q86VV4,Q6PDH4,Q86VV4-3,A0A8D2EQR6,A0A8C9HQQ4,A0A2K6D002,A0A5F8A050,A0A2K5UG13,A0A2K6QIE3,A0A6D2WW01"
Q86VV8,"Q86VV8,Q8R4Y8,F7BCF5,H9FJ33,A0A2K6LDP2,Q86VV8-3,A0A7I2V670,A0A1W2PPP3,A0A2J8W3S7,A0A8C3XX87"
Q86VW0,"Q86VW0,Q5M7P4,Q80UK0,Q7SX85,K7ARD1,A0A6D2X6M2,A0A2R9BHH4,Q7Z6D3,F6T611,K9KFJ9"
Q86VW1,"Q86VW1,Q17QN9,A0A0K0K1K9,Q96ER0,C9JGT0,A0A2I3N1S6,A0A8D2E708,A0A8C9J8T9,A0A2K5JNW9,H2QTJ9"
Q86VW2,"Q86VW2,Q9CWR0,Q6P720,H2RBT9,A0A6D2X5F4,A0A2R9CH74,G3QTW9,A0A2K5PTP5,A0A2K5PTR0,A6MKX0"
Q86VX2,"Q86VX2,H2P1M5,H2QZH9,A0A6D2WEL1,A0A2R9BLI8,A0A5E4A6R8,A0A834Q8A5,W5P1J5,W5PHX9,A0A6P3E1G5"
Q86VX9,"Q86VX9,Q95KG9,Q17QV2,Q5ZIH2,Q86VX9-5,A0A2K6UM66,F7HTM2,G7NXT6,A0A2K5E8K6,G3R9A5"
Q86VY4,"Q86VY4,A0A0D9SB92,A0A8D2E593,A0A8E6PLV7,U3FNJ1,K7DRF2,A0A803KGK7,A0A096N364,A0AAJ7MHK5,F7FEB3"
Q86VZ4,"Q86VZ4,B4DS68,A0A2K6FEI6,A0A8J8XQ60,A0A0D9RXE5,U3CJX5,A0A2K5LJ08,A0A2K5ZKG4,A0A096NW18,A0A8D2GAT1"
Q86VZ5,"Q86VZ5,Q8VCQ6,Q7TSX5,A0AAS4,Q7T3T4,A0A2K5I7H7,H9FSM1,A0A096P5A4,A0A8C9J1J8,A0A0D9R3R5"
Q86VZ6,"Q86VZ6,Q5RDF5,A0A452DLR1,A0A4X1THC9,A0A4W2HRB8,H9FRA8,A0A8C0RDV2,A0A2I3T5Z8,F7DEV8,A0A8B7XE44"
Q86W10,"Q86W10,A0A2R9AR83,A0A2J8NIR5,H2N7H9,A0A2J8R021,A0A6J3FCT3,A0A2K5PAJ6,A0A8I3WNG9,F7DUM6,A0A2K5EAE7"
Q86W24,"Q86W24,H2NE75,A0A2J8SVH9,A0A8I5UEL2,H2Q336,G3QDW2,A0A2R9C0B5,A0A2J8P6C2,A0A2K5Z386,A0A096MSZ9"
Q86W26,"Q86W26,Q8CCN1,E9PPY0,A0A2J8P663,A0A2J8SVD2,A0A8I5UML7,A0A2K5WUZ1,G7NDY5,A0A096MM19,A0AAJ7IRB5"
Q86W42,"Q86W42,Q86W42-2,H2QAF1,A0A6D2X4C4,A0A2R9ASV0,A0A2K5K203,G3QR25,H9YUR7,H2NPX2,A0A2J8S7W6"
Q86W47,"Q86W47,A0A5K1US13,G7N7M9,G7PI15,H9FT37,H2Q6G5,A0A2K6Q2X1,A0A663DHQ8,A0A6D2XI56,A0A2K5L7C9"
Q86W50,"Q86W50,Q5ZIA0,Q9CQG2,B7Z3X7,Q4R9F9,A0A2K5WNL7,A0A2I3RSR0,A0A2K5YWC4,A0A2K6JNR6,A0A2I3GVI5"
Q86W54,"Q86W54,Q4PJT6,K7B5F7,A0A803KKZ5,A0A2R9ATK1,M3VX60,A0A8C8WIV2,A0A485MKX3,A0A8C9JR88,A0A1A6FXG0"
Q86W56,"Q86W56,O02776,Q9QYM2,B4DX76,Q86W56-2,Q86W56-3,B4DHS4,K7D0S7,A0A2K6TWP3,H2NAC5"
Q86W74,"Q86W74,Q3SX00,A0A091EIE8,E5RI20,A0A452FD24,M3YUS9,F2Z556,A0A8D0YXA2,G7PCF4,A0A8B7RAP2"
Q86W92,"Q86W92,Q86W92-3,A0A2K5W480,A0A2R8MQC5,A0A455BDW5,A0A6J3IC74,A0A455BD79,A0A455BG99,A0A8C0T7G7,A0A8B7EJU9"
Q86WA6,"Q86WA6,F6THE6,A0A2K6CGA5,G7MQG9,G7P4B9,H2QS80,A0A6D2X3C2,A0A2R9B9C6,H2PHS2,A0A2J8WMF4"
Q86WA8,"Q86WA8,Q5R6M5,Q3SX23,Q2TAF8,A0A2K5UNC7,A0A2R8ME17,F7IBC0,F6T3M1,A0A2K6KXN5,A0A2K6NRP6"
Q86WA9,"Q86WA9,G3C7W6,I3L1H1,I3L124,A0A2K6UK66,A0A2J8Y289,A0A2K6ASQ8,A0A2K6Q662,A0A2K5NTZ0,A0A8C4LD94"
Q86WB0,"Q86WB0,Q5R8V9,Q80YV2,A0A8C0SER5,A0A8C0NID7,A0A6J0YHN9,G3SNB9,Q3SZH2,A0A4W2CUA6,A0A6P5BCC9"
Q86WB7,"Q86WB7,A2VE54,D6RFH7,A0A2K6C953,A0A2K5WLI5,A0AAJ7INP2,A0A2K6L133,A0A2K6NBX3,A0A0D9RI17,A0A2K5L1H8"
Q86WC4,"Q86WC4,A0A0A0MSP4,A0A8V8TNF7,A0A2J8PUP1,A0A7N9D3P3,A0A8C9GA76,G7MQZ2,B0KWH3,A0A5F7ZSL8,A0A2K6GIU7"
Q86WD7,"Q86WD7,Q9D7D2,Q86WD7-7,Q86WD7-5,Q86WD7-6,A0A2K5X0J7,A0A6D2Y8Z2,A0A2I3S0V3,H2R974,A0A6D2X4B5"
Q86WG3,"Q86WG3,Q8BHE3,Q1M168,A0A0S2Z5T8,A0A340XGF9,A0A2Y9M2A7,A0A8C6AK78,A0A6J3R812,A0A341BHH1,A0A8C9C443"
Q86WG5,"E9PXF8,O95248,Q86WG5,Q6NTN5,A0A3Q0CUV7,A0A6P5Q0Q1,A0A8C6N3X0,A0A8C2N0Y2,A0A6P5PTQ9,A0A6P7R7P9"
Q86WH2,"Q86WH2,K7D8Q9,A0A6D2WZT9,A0A8C9BM48,A0A8B7HK62,K9II64,A0A8C8YAL3,A0A250YD46,A0A8C3VT89,A0A8B7A0N2"
Q86WI1,"Q86WI1,Q80ZA4,A0A2I3G7L5,H2R9Q7,A0A2R9CJ35,A0A0D9RFX9,A0AAJ7IGY4,A0A2J8PN23,A0A2K6PD40,G3RWM9"
Q86WI3,"Q86WI3,Q86WI3-3,A0A2K5K0X6,A0A2K6MHY0,A0AAJ7HSP9,A0A5F8ANZ5,G7Q170,A0A2K6A6U2,A0A2J8VYW1,G3R359"
Q86WJ1,"Q86WJ1,Q9CXF7,A0A0A0MSH9,A0A494C1H0,A0A494C0B8,Q9H678,Q86WJ1-4,Q86WJ1-5,A0A2K6DC19,A0A8C9I8Y0"
Q86WK6,"Q86WK6,Q80ZD7,Q80ZD8,F6VL60,A0A6D2WKQ3,H2PZK7,A0AAJ7GPD7,A0A2K6NL35,A0A8J8YJQ1,A0A2K5L3K5"
Q86WN1,"Q6PFY1,Q86WN1,A0AAJ7MFB6,A0AAJ7HG14,A0A8C9HSX3,A0A2J8NIT7,A0A8C8U0C2,A0A5E4BHP9,A0A8B7U1U9,A0A6P5P2Z6"
Q86WP2,"Q86WP2,Q0P5K1,Q5R4E9,G3QZA0,A0A6B0QTN7,A0A5N3V4C3,A0AAJ7ZYN6,A0A3Q7QR32,A0A6P5QPM0,A0A6J3ABJ4"
Q86WQ0,"Q86WQ0,Q86WQ0-2,A0A0D9QYT0,A0A6D2X502,A0A2K5MEA9,A0A0A0MVC1,A0A2K5XSY5,A0A8D2K2M1,K7C858,K7AYL0"
Q86WR0,"Q86WR0,H2QZF2,A0A6D2XJC6,A0A2R9B6E7,G3R2K5,A0A2K5DGU0,A0A2K5SEK1,A0A6J3GSL3,A0A2K5Y4U5,A0A5F7ZDM1"
Q86WS4,"Q86WS4,A0A0D9R4K0,F6T0M1,A0A8C9HN06,H2Q5Q1,A0A2K6Q232,A0A8D2FZT3,A0A096NYF4,G7PHL6,H2NGZ2"
Q86WS5,"Q3V0Q7,Q86WS5,A0A8C6GG37,A0A8B7G5X1,F8WBX2,A0A2J8KDX6,A0A2J8SY20,A0A8I3X3E5,A0A2K6UCK0,A0A8I3W5L4"
Q86WT6,"Q86WT6,Q5BK82,Q80X56,Q86WT6-3,A0AAQ5BHD2,A0A0D9RB79,A0A096NLY7,G3RQ26,A0A8C9LK17,A0A6D2W409"
Q86WU2,"Q86WU2,Q7TNG8,F1QXM5,H2NRH7,A0A2K5LMP5,G7Q1M9,A0A2J8Q6C5,A0A8D2F1D9,A0A2K5JL47,G3R505"
Q86WV1,"Q86WV1,Q4V7G1,A0A6D2WEM4,A0A2J8J989,A0A2R9C2D3,G1QQ68,G3RA58,A0A2J8W981,A0A2J8W997,A0A2J8W9B9"
Q86WV5,"Q86WV5,H2RBR6,A0A6D2WJZ2,A0A2R9CND2,D3U720,H2NUS0,A0A341CPQ8,A0A8C9E699,A0A4U1FT52,A0A6J3QKN8"
Q86WV6,"Q86WV6,A0A291NUI5,Q3TBT3,A0A291NUG3,A0A494C0W5,A0A8C9I7W5,A0A2R3XZB6,H2R3B4,A0A2R9ALQ0,A0A5S6RD90"
Q86WX3,"Q86WX3,Q8C6B9,A6H7J2,H2QLQ8,A0A6D2W9W0,A0A2R8ZFJ3,A0A2K5Y8A4,H9ZF78,A0A8C9LXC2,A0A2K5LEA3"
Q86X02,"Q86X02,A0A9L0TGP5,M1EJC4,A0A9L0TF41,A0A673VAG2,A0A384AEG6,H9ER67,A0A2K6CV56,A0A2K6CV46,A0A8C2UNY3"
Q86X24,"Q86X24,A0A140VKG9,F7FBY5,A0A2K6UVB1,A0A6J3GYP2,A0A2K5CBG3,A0A2K6NCJ4,A0A2I3GLT6,A0A2K5J9N8,A0A2R8Z9D1"
Q86X29,"Q86X29,S4R3V8,A0A2K5IK15,A0A2K5IK46,G3RQZ9,A0A2K5IK70,A0A2R8ZUV9,A0A8C9HD13,A0A2K6QKR3,A0A2K6QKQ6"
Q86X45,"Q86X45,Q4R3F0,Q1RMR5,A0A2K5JEB5,A0A2K5REC5,A0A2K5LQB1,A0A2K6NA72,A0A2J8KF54,A0A2R9A9L8,A0A2K5EEF3"
Q86X51,"Q86X51,A0A515VFR0,H2PVN6,G3QYW7,A0A6J3HA66,A0A2K5Q3Y0,A0A6J3I942,F7ICH9,A0A8C9I8I9,A0A8I5NQA2"
Q86X52,"Q86X52,A0A2K5F8K8,A0A2K5F8I5,A0A8D2F449,A0A8C9IR54,G3R0R0,A0A096NNG0,A0A8B9WFX9,A0A6B0QXU7,L8IAE5"
Q86X55,"Q9WVG6,Q5XK84,Q86X55,B4KA23,B4LVS8,B4NKI9,B3M1E1,B4HJC0,Q9VH48,B4PVH6"
Q86X67,"Q86X67,B4E059,H9FAM5,Q86X67-3,G1S3H6,A0A2K5KKH7,A0A2K5XD83,A0A8C9IIN4,H2NAK7,A0A2J8U5P4"
Q86X95,"Q86X95,Q5ZI03,A0A384BRY9,A0A8C9IUN3,M3YR79,A0A452SLU2,A0A8C4S7T5,A0A8X8BIX9,A0A8C8AP84,A0A8T1TF72"
Q86XA0,"Q86XA0,A0A2S1J009,K7EPR8,G3REN0,A0A2J8Y1G3,K7ENU9,Q86XA0-2,K7EPT5,Q8N712,A0A096NT48"
Q86XE0,"Q86XE0,H0XFH4,A0A2R9C9T5,A0A2I2YFR6,A0A1U7U2F0,A0A2I3TA96,A0A2K5D5V5,G3R5F7,A0A2K6FUG9,G7PPH2"
Q86XE3,"Q86XE3,Q9CTY5,A0A8I6A2H6,M3Z2Q1,M1EPD3,U6DNM0,A0A8C0JGH2,A0A8D0V2T0,A0A8C0Q7Y6,A0A8D1D4L7"
Q86XE5,"Q86XE5,A0A2R8ZPI7,G1RVK8,A0A2K5ID49,A0A8C9I5L5,A0A2I3RMQ4,G3RGV3,A0A2Y9D8T2,A0AAJ7MM74,A0A2K6R185"
Q86XF0,"Q86XF0,P00376,P09503,C9JJ68,A0A2K5KAS0,K7GA32,A0A8T1TFS5,A0A8C3RSC7,A0A8C8RQF4,A0A4D9F8P4"
